CaseOrder,Customer_id,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
4237,H714912,Waterbury,CT,New Haven,6710,41.56905,-73.04579,11275,Urban,America/New_York,Equality and diversity officer,0.0,83.0,Regular High School Diploma,Student,56532.82,Married,Male,No,8.807742999999999,13,1,0,Yes,Two Year,No,No,None,Yes,No,No,No,No,Yes,No,Yes,Yes,Credit Card (automatic),14.61254,127.3952,1330.997,3,4,4,4,3,3,3,4
4238,K189332,Draper,SD,Jones,57531,43.970690000000005,-100.4911,115,Rural,America/Chicago,"Psychologist, occupational",0.0,53.27574750830565,Bachelor's Degree,Full Time,47991.88,Widowed,Female,Yes,7.052776,17,2,0,No,One year,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,No,Mailed Check,4.098818,185.0901,1132.635,2,3,3,2,5,2,2,3
4239,F172554,Westminster,SC,Oconee,29693,34.652570000000004,-83.15153000000001,14413,Urban,America/New_York,"Horticulturist, amenity",0.0,49.0,Nursery School to 8th Grade,Full Time,21152.89,Divorced,Female,No,13.09114,11,2,0,No,Two Year,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Electronic Check,10.99657,163.5719,1620.225,3,3,4,5,3,5,5,3
4240,H113239,Jefferson City,MT,Jefferson,59638,46.36035,-111.9682,605,Urban,America/Denver,Actor,0.0,53.27574750830565,"9th Grade to 12th Grade, No Diploma",Full Time,50673.99,Never Married,Male,No,10.41554,12,0,0,No,Two Year,Yes,No,None,Yes,Yes,Yes,Yes,No,No,No,No,No,Electronic Check,8.361438,137.7732,1057.866,3,3,1,2,4,4,5,3
4241,Y767080,Schulter,OK,Okmulgee,74460,35.50796,-95.95652,170,Urban,America/Chicago,Insurance risk surveyor,0.0,53.27574750830565,"Some College, 1 or More Years, No Degree",Full Time,16320.7,Widowed,Male,Yes,9.849707,12,0,1,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Yes,Bank Transfer(automatic),5.058557,181.8839,831.9762,4,4,1,5,3,4,4,3
4242,K696568,Norwalk,CT,Fairfield,6851,41.13943,-73.40411,26671,Rural,America/New_York,Higher education lecturer,2.0,53.27574750830565,Master's Degree,Part Time,16374.21,Separated,Male,No,10.18736,14,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,Yes,Credit Card (automatic),4.816947,149.5189,760.1831,4,3,3,4,4,4,4,4
4243,M925867,Hume,MO,Bates,64752,38.065459999999995,-94.56768000000001,776,Suburban,America/Chicago,Sports therapist,1.0,82.0,Regular High School Diploma,Full Time,17778.12,Divorced,Female,No,13.659720000000002,8,2,0,No,Two Year,Yes,Yes,None,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Credit Card (automatic),6.470869,165.6834,884.0961,3,3,3,5,3,2,3,3
4244,J522256,San Francisco,CA,San Francisco,94121,37.776509999999995,-122.4945,43795,Suburban,America/Los_Angeles,Building surveyor,4.0,75.0,Doctorate Degree,Full Time,9479.49,Separated,Female,No,9.355825,13,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,Yes,Electronic Check,9.079335,147.1841,959.8322,3,3,3,3,3,4,2,4
4245,B417357,Carlisle,KY,Nicholas,40311,38.32373,-84.02449,7349,Suburban,America/New_York,Financial trader,0.0,22.0,Bachelor's Degree,Full Time,86019.75,Separated,Female,Yes,6.852638000000001,13,1,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Bank Transfer(automatic),3.984772,184.8123,1193.4589999999998,4,2,2,2,5,3,5,2
4246,U200056,Fairfax,VA,Fairfax,22033,38.87529,-77.38456,40170,Suburban,America/New_York,"Administrator, sports",0.0,52.0,"Some College, 1 or More Years, No Degree",Full Time,8122.26,Married,Male,No,12.50465,7,4,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Electronic Check,17.13675,172.0702,1707.9920000000002,3,4,3,2,3,2,2,3
4247,G472732,West Point,CA,Calaveras,95255,38.41966,-120.4759,1358,Urban,America/Los_Angeles,"Engineer, production",0.0,19.0,Regular High School Diploma,Full Time,19211.13,Divorced,Female,Yes,41.55081,13,2,1,No,Month-to-month,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Yes,No,Yes,Credit Card (automatic),1.7412470000000002,202.0479,1015.143,4,4,4,4,4,3,3,4
4248,B39992,Denver,CO,Jefferson,80235,39.6461,-105.0899,8742,Rural,America/Denver,"Lighting technician, broadcasting/film/video",3.0,55.0,"Some College, 1 or More Years, No Degree",Unemployed,39936.76222636489,Widowed,Female,Yes,9.104332000000001,17,0,0,No,One year,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Bank Transfer(automatic),2.0110580000000002,163.0975,956.6535,2,3,3,5,3,4,4,3
4249,U576649,Spencer,OK,Oklahoma,73084,35.52587,-97.34434,6878,Urban,America/Chicago,Associate Professor,1.0,77.0,"Some College, 1 or More Years, No Degree",Full Time,39936.76222636489,Separated,Male,Yes,11.076989999999999,9,2,0,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,12.486939999999999,162.3651,1795.594,3,3,4,3,2,3,3,4
4250,B424726,Tionesta,PA,Forest,16353,41.501090000000005,-79.377,2660,Rural,America/New_York,Geochemist,0.0,56.0,"Some College, 1 or More Years, No Degree",Full Time,258900.7,Divorced,Male,No,12.695210000000001,15,1,1,No,Two Year,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),8.870030999999999,233.4502,1296.502,4,3,4,5,3,3,5,2
4251,E522960,Washington,DC,District of Columbia,20317,38.93633,-77.01235,406,Rural,America/New_York,"Civil engineer, consulting",4.0,53.27574750830565,Doctorate Degree,Unemployed,105969.1,Divorced,Male,Yes,17.15868,9,1,1,Yes,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No,No,Electronic Check,4.082591000000001,179.8581,787.7559,3,3,4,3,3,3,2,3
4252,N229523,Hope,ME,Knox,4847,44.25104,-69.18961,1583,Suburban,America/New_York,Meteorologist,0.0,46.0,Regular High School Diploma,Full Time,25227.46,Separated,Female,Yes,12.36837,12,1,0,No,Month-to-month,No,No,DSL,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),18.9981,198.7864,2521.278,5,4,4,4,3,3,3,3
4253,H268652,Greenbrae,CA,Marin,94904,37.945209999999996,-122.5627,12590,Rural,America/Los_Angeles,Make,0.0,80.0,"Some College, 1 or More Years, No Degree",Full Time,39936.76222636489,Separated,Female,Yes,8.735615,11,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Credit Card (automatic),34.49885764604514,214.1604,997.2011,5,4,4,5,3,3,4,4
4254,C956479,Gorham,NH,Coos,3581,44.33931,-71.13252,3080,Urban,America/New_York,"Administrator, local government",0.0,70.0,GED or Alternative Credential,Student,39936.76222636489,Never Married,Female,No,8.160934,13,0,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Mailed Check,13.99745,161.5861,3398.8427520151345,3,3,3,3,4,2,3,1
4255,H645568,Augusta,WV,Hampshire,26704,39.29248,-78.5905,5424,Urban,America/New_York,Pathologist,0.0,71.0,Regular High School Diploma,Student,115681.5,Widowed,Male,No,11.2801,9,1,0,No,Two Year,Yes,No,None,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Bank Transfer(automatic),1.14019,127.7087,396.311,4,3,5,4,6,4,4,4
4256,U219545,Ridgeley,WV,Mineral,26753,39.56354,-78.78881,5849,Urban,America/New_York,"Psychologist, sport and exercise",3.0,59.0,"Some College, 1 or More Years, No Degree",Retired,41302.92,Divorced,Female,Yes,15.45938,17,0,0,No,One year,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,6.322807,235.8506,1198.455,4,4,3,3,3,3,4,4
4257,A233218,Lincoln,NE,Lancaster,68516,40.73488,-96.64258000000001,44460,Urban,America/Chicago,Clinical psychologist,0.0,76.0,"Some College, Less than 1 Year",Full Time,15610.48,Separated,Female,No,14.78225,12,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,Yes,Mailed Check,23.81965,150.273,2389.305,3,4,4,3,5,4,4,3
4258,N02391,Englewood Cliffs,NJ,Bergen,7632,40.8822,-73.94660999999999,5450,Urban,America/New_York,"Engineer, chemical",2.0,70.0,Regular High School Diploma,Full Time,39936.76222636489,Divorced,Female,Yes,9.405307,6,3,1,No,Month-to-month,Yes,No,None,Yes,No,No,No,No,No,Yes,No,No,Bank Transfer(automatic),1.31809,104.9568,295.3936,2,3,3,4,1,4,5,3
4259,Q453288,Upper Lake,CA,Lake,95485,39.21711,-122.9204,2688,Rural,America/Los_Angeles,Health physicist,2.0,32.0,Regular High School Diploma,Unemployed,56607.8,Married,Female,No,9.995771000000001,15,3,0,No,Month-to-month,Yes,No,None,Yes,Yes,Yes,No,No,No,No,No,No,Bank Transfer(automatic),20.52789,113.2155,1945.332,3,3,5,4,4,3,3,4
4260,K234017,Racine,WI,Racine,53406,42.729890000000005,-87.86489,26038,Rural,America/Chicago,Tax adviser,10.0,22.0,Bachelor's Degree,Retired,39936.76222636489,Never Married,Male,No,11.41905,14,2,0,Yes,Two Year,Yes,Yes,DSL,Yes,No,No,No,No,No,No,No,Yes,Mailed Check,14.861279999999999,90.83874,2108.7129999999997,6,4,4,5,2,4,4,4
4261,S178108,El Reno,OK,Canadian,73036,35.50998,-97.9596,20920,Suburban,America/Chicago,Insurance claims handler,0.0,53.27574750830565,Regular High School Diploma,Full Time,66737.35,Never Married,Male,No,9.160838,14,0,0,No,One year,No,No,None,No,No,No,No,No,No,No,Yes,No,Bank Transfer(automatic),16.532410000000002,115.2437,1638.08,3,3,4,3,2,5,3,2
4262,T762967,Fort Lauderdale,FL,Broward,33312,26.0883,-80.18163,53552,Suburban,America/New_York,Radio broadcast assistant,0.0,53.27574750830565,Nursery School to 8th Grade,Full Time,39936.76222636489,Separated,Female,Yes,12.45388,16,2,1,No,One year,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Bank Transfer(automatic),3.402225,222.1721,3398.8427520151345,3,3,3,3,4,2,3,3
4263,Q754506,Durham,NC,Durham,27705,36.02698,-78.98065,49019,Rural,America/New_York,Office manager,0.0,53.27574750830565,Regular High School Diploma,Unemployed,9683.56,Widowed,Female,No,13.748339999999999,8,3,0,No,Two Year,No,No,Fiber Optic,No,No,Yes,No,No,No,Yes,No,No,Bank Transfer(automatic),3.160399,139.8276,400.9669,3,3,3,5,4,4,4,4
4264,V621966,Bronx,NY,Bronx,10459,40.82585,-73.89289000000001,48351,Suburban,America/New_York,Heritage manager,0.0,53.27574750830565,Professional School Degree,Full Time,39936.76222636489,Married,Female,Yes,7.945094,12,0,0,No,Month-to-month,Yes,Yes,None,No,No,No,No,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),34.49885764604514,188.6462,1324.009,3,3,3,3,4,4,2,3
4265,F997820,Kill Buck,NY,Cattaraugus,14748,42.13712,-78.63735,619,Urban,America/New_York,"Geologist, wellsite",2.0,19.0,"Some College, 1 or More Years, No Degree",Full Time,39526.95,Married,Male,No,10.09678,11,1,0,No,One year,Yes,No,None,Yes,No,No,Yes,Yes,Yes,No,No,No,Electronic Check,10.40415,127.2807,1277.028,3,3,4,2,6,3,3,1
4266,P46765,Windsor,MA,Berkshire,1270,42.514920000000004,-73.04125,770,Rural,America/New_York,Clinical biochemist,1.0,83.0,Associate's Degree,Full Time,31355.16,Married,Female,Yes,11.99928,15,1,1,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Yes,Yes,Mailed Check,13.923060000000001,160.8469,1704.1229999999998,5,5,3,4,4,4,4,3
4267,I644690,Garyville,LA,St. John the Baptist,70051,30.07289,-90.63107,1749,Suburban,America/Chicago,"Designer, industrial/product",4.0,70.0,Bachelor's Degree,Full Time,22552.58,Separated,Male,No,38.73297,13,3,0,No,Month-to-month,No,No,Fiber Optic,No,No,No,Yes,No,Yes,Yes,No,No,Bank Transfer(automatic),34.49885764604514,202.6361,671.4099,2,2,2,2,3,4,4,4
4268,B13324,Burkett,TX,Coleman,76828,32.00902,-99.29395,214,Rural,America/Chicago,Civil Service administrator,1.0,27.0,"Some College, Less than 1 Year",Full Time,39936.76222636489,Widowed,Female,Yes,9.118122999999999,10,2,1,Yes,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Credit Card (automatic),7.218928999999999,217.6876,1144.502,2,2,4,2,3,3,2,2
4269,X04255,Raleigh,NC,Wake,27616,35.86728,-78.53811999999999,53364,Urban,America/New_York,Chiropractor,2.0,53.27574750830565,Regular High School Diploma,Full Time,53516.91,Never Married,Female,Yes,5.354774,10,0,3,Yes,Two Year,No,No,None,Yes,Yes,Yes,No,No,No,Yes,No,No,Mailed Check,7.244014999999999,139.4355,1000.235,4,4,4,5,3,5,3,5
4270,K677097,Weaverville,NC,Buncombe,28787,35.72596,-82.52324,21314,Suburban,America/New_York,"Conservator, furniture",0.0,33.0,"Some College, 1 or More Years, No Degree",Full Time,39936.76222636489,Married,Male,Yes,10.97909,8,1,0,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,4.072959,239.9403,3398.8427520151345,3,5,3,3,4,3,3,3
4271,O717824,Lyon,MS,Coahoma,38645,34.24562,-90.47865,1292,Rural,America/Chicago,"Engineer, electronics",0.0,27.0,"Some College, Less than 1 Year",Full Time,39936.76222636489,Separated,Male,Yes,12.80216,14,0,2,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,No,Credit Card (automatic),15.989220000000001,184.5306,1770.234,4,3,4,3,3,3,4,4
4272,K618805,Houston,TX,Harris,77026,29.8001,-95.32947,22380,Urban,America/Chicago,International aid/development worker,1.0,53.27574750830565,Regular High School Diploma,Full Time,4308.47,Married,Female,Yes,5.735011,11,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,No,Mailed Check,2.3377689999999998,208.1442,763.7189999999999,2,3,4,3,5,2,2,3
4273,L732594,Hornbrook,CA,Siskiyou,96044,41.94084,-122.5201,931,Urban,America/Los_Angeles,Colour technologist,2.0,53.27574750830565,Regular High School Diploma,Full Time,13386.4,Divorced,Female,No,11.28083,10,0,0,No,Two Year,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Electronic Check,28.319290000000002,224.3677,3365.187,4,3,5,4,1,4,4,3
4274,Z90333,Pasadena,CA,Los Angeles,91101,34.146570000000004,-118.1394,21394,Suburban,America/Los_Angeles,Associate Professor,2.0,37.0,"Some College, 1 or More Years, No Degree",Full Time,23757.46,Separated,Female,Yes,13.36965,8,0,0,No,Month-to-month,Yes,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Yes,Credit Card (automatic),34.49885764604514,183.9197,1479.384,4,5,5,4,3,5,4,6
4275,V191716,Bismarck,MO,St. Francois,63624,37.75235,-90.64099,3867,Urban,America/Chicago,Sales promotion account executive,1.0,74.0,Doctorate Degree,Full Time,29311.58,Divorced,Male,No,15.21716,5,1,2,No,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Mailed Check,16.74543,221.1655,1893.245,4,5,3,4,3,5,5,5
4276,F708213,Baldwin,IL,Randolph,62217,38.17349,-89.84446,748,Urban,America/Chicago,"Conservator, museum/gallery",0.0,86.0,Bachelor's Degree,Full Time,70250.39,Separated,Male,No,7.838908999999999,11,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No,Yes,Bank Transfer(automatic),5.321365,158.8668,502.9173,5,5,3,3,3,4,4,5
4277,A886067,Chelsea,AL,Shelby,35043,33.31372,-86.65869,11461,Suburban,America/Chicago,Television/film/video producer,5.0,43.0,"Some College, Less than 1 Year",Unemployed,23638.05,Widowed,Female,Yes,7.726282,13,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Electronic Check,5.4930650000000005,243.2668,1178.136,4,3,3,4,3,6,4,4
4278,M605465,Fullerton,ND,Dickey,58441,46.176390000000005,-98.37128,437,Suburban,America/Chicago,Water quality scientist,0.0,26.0,"Some College, 1 or More Years, No Degree",Student,84681.03,Widowed,Female,Yes,16.54103,8,0,1,No,Two Year,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Mailed Check,3.6069760000000004,213.0487,1330.058,4,4,4,3,5,5,3,3
4279,I740777,Virginia Beach,VA,Virginia Beach,23462,36.8372,-76.15169,63659,Suburban,America/New_York,Sub,0.0,23.0,Master's Degree,Full Time,39936.76222636489,Never Married,Female,No,12.647739999999999,16,0,0,No,Two Year,Yes,No,None,No,No,Yes,Yes,No,No,Yes,No,Yes,Electronic Check,24.097929999999998,143.55200000000002,2427.968,3,3,4,4,2,4,4,4
4280,A501629,Central Village,CT,Windham,6332,41.73129,-71.90218,642,Rural,America/New_York,Sport and exercise psychologist,1.0,87.0,"Some College, Less than 1 Year",Retired,39936.76222636489,Separated,Female,No,10.85415,14,2,0,No,Month-to-month,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,No,No,No,Bank Transfer(automatic),11.32392,137.0548,922.3842,4,4,3,5,2,5,4,3
4281,U05301,East Leroy,MI,Calhoun,49051,42.1835,-85.24043,2683,Suburban,America/Detroit,Advertising art director,3.0,61.0,Regular High School Diploma,Full Time,84478.95,Divorced,Male,No,12.60978,10,0,0,No,Two Year,No,No,Fiber Optic,No,Yes,No,No,No,No,No,No,Yes,Electronic Check,8.06514,147.14,866.9484,3,3,4,3,4,3,2,3
4282,G514638,Gonzales,CA,Monterey,93926,36.52923,-121.4077,9262,Urban,America/Los_Angeles,Visual merchandiser,1.0,53.27574750830565,Regular High School Diploma,Full Time,13106.6,Separated,Male,No,12.27305,11,1,0,No,One year,Yes,No,None,Yes,No,No,No,No,No,No,Yes,Yes,Credit Card (automatic),3.3009800000000005,114.3656,594.5452,3,3,3,4,4,4,3,3
4283,X120078,Pencil Bluff,AR,Montgomery,71965,34.66556,-93.74265,284,Rural,America/Chicago,Multimedia specialist,0.0,21.0,"Some College, Less than 1 Year",Full Time,51814.85,Separated,Female,No,12.25127,10,0,1,No,Two Year,Yes,No,DSL,No,Yes,No,No,No,No,No,No,No,Credit Card (automatic),34.49885764604514,125.0117,3398.8427520151345,5,5,5,3,2,5,5,4
4284,O505123,Fairfax,MN,Renville,55332,44.52043,-94.70944,1652,Rural,America/Chicago,"Loss adjuster, chartered",3.0,46.0,Master's Degree,Full Time,76134.13,Widowed,Female,Yes,38.80735,15,0,2,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Credit Card (automatic),1.52349,204.8085,1031.357,5,4,5,4,3,3,4,4
4285,E507994,Hinckley,NY,Oneida,13352,43.312740000000005,-75.11641,32,Rural,America/New_York,Youth worker,2.0,51.0,Regular High School Diploma,Full Time,54290.34,Divorced,Female,No,11.92645,10,1,0,No,Two Year,Yes,Yes,None,Yes,No,No,Yes,Yes,No,No,Yes,No,Electronic Check,10.15451,149.817,1224.728,3,4,4,2,5,2,3,3
4286,K171161,Pleasant Valley,IA,Scott,52767,41.56564,-90.42228,182,Urban,America/Chicago,Physiological scientist,0.0,85.0,No Schooling Completed,Part Time,58516.37,Never Married,Male,Yes,11.66965,9,2,0,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Mailed Check,6.418936,266.7997,1103.319,5,4,5,5,2,5,4,5
4287,R570772,Ironwood,MI,Gogebic,49938,46.53458,-90.11673,7514,Urban,America/Menominee,Materials engineer,1.0,79.0,Bachelor's Degree,Part Time,39936.76222636489,Separated,Male,No,15.278360000000001,13,2,1,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No,No,Credit Card (automatic),8.052952000000001,182.1355,910.2692,3,2,2,5,4,4,4,4
4288,R470956,Milbridge,ME,Washington,4658,44.53986,-67.87307,1581,Urban,America/New_York,Insurance underwriter,0.0,35.0,Bachelor's Degree,Full Time,34110.17,Never Married,Male,Yes,12.91969,10,0,1,No,Month-to-month,No,No,None,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,9.688409,182.4003,1331.662,4,4,4,4,3,4,5,3
4289,M643332,Deerbrook,WI,Langlade,54424,45.28772,-89.1812,1541,Rural,America/Chicago,Agricultural consultant,3.0,53.27574750830565,Bachelor's Degree,Full Time,39936.76222636489,Separated,Male,No,3.733639,15,2,2,Yes,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Mailed Check,22.054560000000002,175.3763,2701.761,4,4,5,3,3,3,4,2
4290,L739156,Coleridge,NE,Cedar,68727,42.513000000000005,-97.20349,814,Rural,America/Chicago,Geochemist,0.0,65.0,Regular High School Diploma,Full Time,37261.82,Separated,Female,No,8.911592,10,3,2,No,One year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,Yes,Electronic Check,4.164919,159.9235,3398.8427520151345,3,5,4,3,5,3,4,3
4291,I67005,Southbridge,MA,Worcester,1550,42.060390000000005,-72.03376999999999,16894,Urban,America/New_York,Translator,2.0,73.0,"Some College, 1 or More Years, No Degree",Part Time,39936.76222636489,Never Married,Female,No,9.899405,20,3,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Mailed Check,34.49885764604514,220.4868,1059.389,5,4,5,3,4,5,4,3
4292,Q495449,Pittsburgh,PA,Allegheny,15239,40.48368,-79.73808000000001,20631,Rural,America/New_York,Civil Service administrator,2.0,35.0,Master's Degree,Full Time,17995.63,Married,Male,Yes,12.6991,14,0,1,Yes,Two Year,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Electronic Check,6.602711,197.9697,1569.4920000000002,4,4,4,4,2,5,4,3
4293,G924469,North Brookfield,NY,Madison,13418,42.84506,-75.38218,324,Rural,America/New_York,Comptroller,1.0,35.0,"Some College, 1 or More Years, No Degree",Full Time,39936.76222636489,Married,Female,Yes,13.032760000000001,13,0,0,No,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Electronic Check,19.56071,243.4158,2715.022,3,3,3,3,4,2,3,3
4294,P589193,Yantis,TX,Wood,75497,32.92201,-95.57200999999999,3368,Urban,America/Chicago,"Psychologist, prison and probation services",2.0,31.0,Regular High School Diploma,Full Time,6827.15,Never Married,Female,No,14.2039,14,0,2,No,One year,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,No,No,No,Electronic Check,5.458881,142.9839,1238.892,3,3,3,4,3,2,4,2
4295,A143106,Kansas City,KS,Wyandotte,66112,39.114509999999996,-94.77362,13229,Suburban,America/Chicago,"Scientist, water quality",0.0,50.0,Master's Degree,Full Time,37146.88,Separated,Male,Yes,6.444891999999999,15,1,1,No,Month-to-month,Yes,Yes,None,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,18.601,235.115,2291.447,3,4,5,3,3,3,3,4
4296,U736350,Pensacola,FL,Escambia,32506,30.391809999999996,-87.36806999999999,36923,Urban,America/Chicago,Accommodation manager,3.0,45.0,Bachelor's Degree,Unemployed,39936.76222636489,Separated,Male,Yes,11.21524,8,0,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Yes,No,No,Mailed Check,19.483539999999998,138.0357,3398.8427520151345,4,3,4,1,5,3,3,3
4297,W823366,Cornville,AZ,Yavapai,86325,34.7346,-111.8979,5449,Urban,America/Phoenix,Environmental consultant,3.0,54.0,Regular High School Diploma,Part Time,17429.01,Separated,Male,No,13.868739999999999,15,5,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Mailed Check,9.274687,167.8338,1170.726,2,2,2,3,3,3,3,3
4298,Q52006,Cherokee,AL,Colbert,35616,34.73885,-88.01897,3667,Rural,America/Chicago,Herbalist,3.0,37.0,"9th Grade to 12th Grade, No Diploma",Unemployed,13722.37,Never Married,Male,No,10.031880000000001,17,0,2,No,One year,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Bank Transfer(automatic),8.172775999999999,185.919,3398.8427520151345,4,5,4,3,4,3,3,4
4299,D213521,Newbury,VT,Orange,5051,44.103,-72.12118000000001,1565,Urban,America/New_York,Government social research officer,0.0,81.0,Bachelor's Degree,Full Time,28181.92,Widowed,Male,Yes,9.578705000000001,11,1,0,No,Month-to-month,No,No,None,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Credit Card (automatic),34.49885764604514,120.1405,1439.52,3,3,4,1,5,2,2,2
